Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Notes
IIASA GDP,SSP4,GNQ,GDP|PPP,Annual Average Growth [%],6.077,2.318,2.350,2.374,2.405,2.424,2.260,2.159,1.928,1.775,1.698,1.598,1.476,1.347,1.234,1.137,1.043,0.963,,
IIASA GDP,SSP5,GNQ,GDP|PPP,Annual Average Growth [%],6.365,3.225,3.249,3.283,3.304,3.322,3.756,3.589,3.354,3.108,2.855,2.605,2.351,2.108,1.888,1.695,1.513,1.337,,
OECD Env-Growth,SSP1,GNQ,GDP|PPP,Annual Average Growth [%],3.065,2.052,4.054,3.759,3.558,3.309,3.042,2.724,2.399,2.136,1.857,1.571,1.267,1.050,0.847,0.666,0.511,0.353,,
OECD Env-Growth,SSP2,GNQ,GDP|PPP,Annual Average Growth [%],3.314,1.989,3.619,3.218,2.974,2.854,2.723,2.562,2.394,2.269,2.111,1.945,1.747,1.579,1.423,1.296,1.170,1.051,,
OECD Env-Growth,SSP3,GNQ,GDP|PPP,Annual Average Growth [%],3.376,1.883,3.118,2.584,2.238,2.071,1.949,1.787,1.599,1.470,1.374,1.248,1.141,1.019,0.920,0.834,0.759,0.701,,
OECD Env-Growth,SSP4,GNQ,GDP|PPP,Annual Average Growth [%],3.484,2.088,3.468,3.236,2.978,2.814,2.692,2.536,2.359,2.247,2.155,2.036,1.935,1.817,1.709,1.610,1.519,1.446,,
OECD Env-Growth,SSP5,GNQ,GDP|PPP,Annual Average Growth [%],3.167,2.280,4.550,4.475,4.395,4.124,3.822,3.472,3.120,2.838,2.541,2.243,1.926,1.682,1.469,1.278,1.116,0.950,,
IIASA GDP,SSP1,GRC,GDP|PPP,Annual Average Growth [%],3.458,2.523,2.983,3.082,2.852,2.505,2.145,1.815,1.548,1.334,1.133,0.931,0.742,0.613,0.523,0.470,0.444,0.424,,
IIASA GDP,SSP2,GRC,GDP|PPP,Annual Average Growth [%],3.475,2.480,2.843,2.873,2.620,2.277,1.921,1.584,1.315,1.113,0.935,0.781,0.658,0.581,0.539,0.524,0.508,0.465,,
IIASA GDP,SSP3,GRC,GDP|PPP,Annual Average Growth [%],1.740,-0.194,-0.018,0.554,0.809,0.862,0.745,0.519,0.314,0.165,0.053,-0.028,-0.096,-0.138,-0.153,-0.144,-0.147,-0.181,,
IIASA GDP,SSP4,GRC,GDP|PPP,Annual Average Growth [%],3.488,2.399,2.636,2.551,2.250,1.893,1.524,1.160,0.890,0.708,0.563,0.440,0.318,0.219,0.149,0.127,0.111,0.057,,
IIASA GDP,SSP5,GRC,GDP|PPP,Annual Average Growth [%],3.524,2.697,3.299,3.542,3.421,3.144,2.834,2.542,2.301,2.115,1.941,1.759,1.591,1.476,1.397,1.348,1.321,1.305,,
OECD Env-Growth,SSP1,GRC,GDP|PPP,Annual Average Growth [%],-1.252,2.505,2.296,2.621,2.595,2.314,1.985,1.737,1.619,1.546,1.427,1.245,1.032,0.892,0.771,0.683,0.609,0.522,,
OECD Env-Growth,SSP2,GRC,GDP|PPP,Annual Average Growth [%],-1.289,2.371,1.908,2.006,1.914,1.814,1.690,1.636,1.643,1.643,1.565,1.437,1.273,1.172,1.101,1.049,0.986,0.891,,
OECD Env-Growth,SSP3,GRC,GDP|PPP,Annual Average Growth [%],-1.393,2.157,1.386,1.254,0.937,0.698,0.464,0.366,0.342,0.345,0.285,0.146,-0.040,-0.114,-0.169,-0.193,-0.235,-0.342,,
OECD Env-Growth,SSP4,GRC,GDP|PPP,Annual Average Growth [%],-1.328,2.381,2.112,2.393,2.290,1.944,1.611,1.420,1.309,1.239,1.103,0.917,0.707,0.600,0.522,0.483,0.437,0.327,,
OECD Env-Growth,SSP5,GRC,GDP|PPP,Annual Average Growth [%],-1.182,2.693,2.873,3.417,3.458,3.131,2.837,2.652,2.594,2.576,2.497,2.370,2.221,2.102,1.993,1.907,1.832,1.769,,
IIASA GDP,SSP1,GRD,GDP|PPP,Annual Average Growth [%],-0.186,0.326,1.277,1.822,2.101,2.082,1.921,1.666,1.434,1.222,1.006,0.832,0.790,0.810,0.830,0.795,0.703,0.606,,
IIASA GDP,SSP2,GRD,GDP|PPP,Annual Average Growth [%],0.015,0.724,1.578,2.050,2.198,2.064,1.902,1.756,1.665,1.591,1.497,1.364,1.195,1.061,1.032,1.074,1.147,1.200,,
IIASA GDP,SSP3,GRD,GDP|PPP,Annual Average Growth [%],-0.016,0.642,1.373,1.929,2.115,1.952,1.557,1.230,1.008,1.027,1.124,1.218,1.213,1.181,1.173,1.222,1.301,1.384,,
IIASA GDP,SSP4,GRD,GDP|PPP,Annual Average Growth [%],-0.259,-0.080,0.157,0.414,0.643,0.713,0.539,0.341,0.159,0.152,0.190,0.208,0.139,0.065,0.019,0.019,0.054,0.073,,
IIASA GDP,SSP5,GRD,GDP|PPP,Annual Average Growth [%],-0.294,0.081,0.858,1.522,1.976,2.080,1.905,1.599,1.336,1.152,1.136,1.198,1.275,1.306,1.304,1.267,1.210,1.159,,
IIASA GDP,SSP1,GTM,GDP|PPP,Annual Average Growth [%],6.457,4.993,4.521,3.985,3.535,3.179,2.857,2.637,2.354,2.262,2.100,1.882,1.595,1.481,1.469,1.469,1.408,1.276,,
IIASA GDP,SSP2,GTM,GDP|PPP,Annual Average Growth [%],5.962,4.185,3.787,3.567,3.394,3.228,3.091,2.941,2.780,2.576,2.413,2.285,2.165,2.057,2.278,2.318,2.234,2.059,,
IIASA GDP,SSP3,GTM,GDP|PPP,Annual Average Growth [%],5.597,3.651,3.285,3.162,3.003,2.775,2.558,2.323,2.158,2.045,1.983,1.939,1.893,1.840,1.768,1.708,1.655,1.621,,
IIASA GDP,SSP4,GTM,GDP|PPP,Annual Average Growth [%],5.491,3.476,3.032,2.924,2.817,2.696,2.590,2.457,2.372,2.313,2.280,2.242,2.194,2.135,2.063,2.003,1.948,1.910,,
IIASA GDP,SSP5,GTM,GDP|PPP,Annual Average Growth [%],6.439,5.024,4.625,4.183,3.806,3.493,3.182,2.953,2.641,2.537,2.358,2.331,2.343,2.381,2.353,2.257,2.109,1.915,,
OECD Env-Growth,SSP1,GTM,GDP|PPP,Annual Average Growth [%],2.627,3.661,5.380,5.921,6.013,5.693,5.271,4.787,4.304,3.792,3.334,2.894,2.503,2.249,2.004,1.753,1.525,1.294,,
OECD Env-Growth,SSP2,GTM,GDP|PPP,Annual Average Growth [%],2.943,3.653,4.681,4.812,4.612,4.505,4.398,4.265,4.092,3.879,3.697,3.514,3.328,3.163,3.003,2.834,2.661,2.493,,
OECD Env-Growth,SSP3,GTM,GDP|PPP,Annual Average Growth [%],3.220,3.693,4.041,3.955,3.591,3.453,3.344,3.227,3.102,2.966,2.869,2.785,2.701,2.605,2.496,2.403,2.314,2.237,,
OECD Env-Growth,SSP4,GTM,GDP|PPP,Annual Average Growth [%],3.174,3.482,3.625,3.561,3.055,2.862,2.719,2.583,2.451,2.317,2.243,2.187,2.134,2.073,2.006,1.958,1.920,1.899,,
OECD Env-Growth,SSP5,GTM,GDP|PPP,Annual Average Growth [%],2.572,3.597,5.680,6.689,6.993,6.480,5.875,5.253,4.676,4.101,3.633,3.195,2.821,2.613,2.407,2.199,2.014,1.827,,
IIASA GDP,SSP1,GUY,GDP|PPP,Annual Average Growth [%],2.449,2.318,2.511,2.926,3.047,2.903,2.555,2.199,1.795,1.390,1.069,0.869,0.733,0.609,0.473,0.321,0.220,0.264,,
IIASA GDP,SSP2,GUY,GDP|PPP,Annual Average Growth [%],2.477,1.814,1.845,2.205,2.427,2.364,2.164,2.004,1.820,1.617,1.467,1.388,1.345,1.298,1.234,1.149,1.080,1.044,,
IIASA GDP,SSP3,GUY,GDP|PPP,Annual Average Growth [%],2.540,1.822,1.590,2.040,2.295,2.188,1.886,1.702,1.571,1.452,1.333,1.230,1.184,1.204,1.255,1.299,1.330,1.362,,
IIASA GDP,SSP4,GUY,GDP|PPP,Annual Average Growth [%],2.303,1.288,0.674,0.940,1.249,1.328,1.151,0.993,0.842,0.710,0.639,0.631,0.640,0.629,0.582,0.506,0.425,0.374,,
IIASA GDP,SSP5,GUY,GDP|PPP,Annual Average Growth [%],2.359,2.235,2.410,2.846,3.012,2.924,2.563,2.108,1.584,1.073,0.713,0.507,0.392,0.524,0.790,1.063,1.250,1.353,,
OECD Env-Growth,SSP1,GUY,GDP|PPP,Annual Average Growth [%],5.161,4.116,4.463,4.281,4.257,4.016,3.861,3.581,3.145,2.467,1.900,1.679,1.674,1.486,1.253,1.018,0.857,0.759,,
OECD Env-Growth,SSP2,GUY,GDP|PPP,Annual Average Growth [%],5.279,4.055,3.844,3.097,2.657,2.593,2.747,2.810,2.680,2.325,2.094,2.157,2.329,2.262,2.131,1.993,1.922,1.919,,
OECD Env-Growth,SSP3,GUY,GDP|PPP,Annual Average Growth [%],5.549,4.334,3.852,2.849,2.168,2.006,2.120,2.211,2.122,1.841,1.692,1.845,2.063,2.035,1.934,1.827,1.788,1.839,,
OECD Env-Growth,SSP4,GUY,GDP|PPP,Annual Average Growth [%],5.217,3.771,3.428,2.975,2.654,2.561,2.667,2.705,2.555,2.150,1.831,1.809,1.929,1.806,1.612,1.422,1.312,1.265,,
OECD Env-Growth,SSP5,GUY,GDP|PPP,Annual Average Growth [%],4.993,3.855,4.464,4.713,4.816,4.305,3.903,3.428,2.865,2.090,1.508,1.240,1.254,1.224,1.167,1.056,1.010,1.046,,
IIASA GDP,SSP1,HKG,GDP|PPP,Annual Average Growth [%],2.416,1.689,1.654,2.071,2.340,2.321,2.099,1.776,1.449,1.172,0.857,0.549,0.303,0.111,-0.088,-0.312,-0.529,-0.720,,
IIASA GDP,SSP2,HKG,GDP|PPP,Annual Average Growth [%],2.454,1.727,1.662,2.054,2.310,2.304,2.117,1.841,1.564,1.347,1.135,0.924,0.736,0.576,0.428,0.265,0.116,-0.012,,
IIASA GDP,SSP3,HKG,GDP|PPP,Annual Average Growth [%],1.966,0.904,0.654,1.109,1.477,1.623,1.615,1.493,1.316,1.196,1.117,1.057,1.022,0.997,0.962,0.919,0.882,0.839,,
IIASA GDP,SSP4,HKG,GDP|PPP,Annual Average Growth [%],2.363,1.491,1.276,1.554,1.752,1.705,1.483,1.172,0.890,0.705,0.555,0.421,0.295,0.170,0.027,-0.154,-0.339,-0.513,,
IIASA GDP,SSP5,HKG,GDP|PPP,Annual Average Growth [%],2.506,1.984,2.224,2.839,3.217,3.209,2.942,2.562,2.200,1.884,1.522,1.175,0.897,0.679,0.453,0.196,-0.073,-0.325,,
OECD Env-Growth,SSP1,HKG,GDP|PPP,Annual Average Growth [%],3.585,3.660,2.725,2.338,2.139,1.791,1.398,1.025,0.764,0.601,0.413,0.204,-0.056,-0.245,-0.423,-0.572,-0.701,-0.839,,
OECD Env-Growth,SSP2,HKG,GDP|PPP,Annual Average Growth [%],3.609,3.657,2.646,2.243,2.087,1.842,1.556,1.291,1.121,1.034,0.917,0.796,0.619,0.443,0.296,0.146,0.020,-0.076,,
OECD Env-Growth,SSP3,HKG,GDP|PPP,Annual Average Growth [%],3.508,3.361,1.947,1.279,1.041,0.824,0.603,0.421,0.324,0.281,0.314,0.423,0.408,0.302,0.220,0.140,0.085,0.089,,
OECD Env-Growth,SSP4,HKG,GDP|PPP,Annual Average Growth [%],3.562,3.602,2.544,2.144,1.910,1.591,1.269,1.006,0.863,0.811,0.694,0.556,0.360,0.193,0.047,-0.103,-0.241,-0.377,,
OECD Env-Growth,SSP5,HKG,GDP|PPP,Annual Average Growth [%],3.698,3.985,3.483,3.297,3.161,2.766,2.343,1.937,1.638,1.457,1.203,0.905,0.610,0.438,0.255,0.105,-0.031,-0.202,,
IIASA GDP,SSP1,HND,GDP|PPP,Annual Average Growth [%],4.226,4.855,4.599,4.201,3.826,3.519,3.195,2.992,2.725,2.384,2.436,2.353,2.077,1.622,1.194,0.858,0.740,0.723,,
IIASA GDP,SSP2,HND,GDP|PPP,Annual Average Growth [%],3.744,3.905,3.581,3.368,3.206,3.068,2.919,2.791,2.690,2.588,2.514,2.448,2.351,2.223,2.058,2.289,2.311,2.106,,
IIASA GDP,SSP3,HND,GDP|PPP,Annual Average Growth [%],3.278,3.085,2.683,2.513,2.325,2.075,1.830,1.604,1.503,1.490,1.528,1.565,1.571,1.536,1.475,1.434,1.414,1.415,,
IIASA GDP,SSP4,HND,GDP|PPP,Annual Average Growth [%],3.190,2.970,2.547,2.445,2.355,2.240,2.115,1.987,1.965,2.013,2.086,2.132,2.134,2.093,2.029,1.987,1.966,1.961,,
IIASA GDP,SSP5,HND,GDP|PPP,Annual Average Growth [%],4.212,4.919,4.774,4.503,4.224,3.972,3.663,3.445,3.143,2.758,2.789,2.676,2.364,2.136,2.080,2.091,2.036,1.898,,
OECD Env-Growth,SSP1,HND,GDP|PPP,Annual Average Growth [%],3.112,3.702,4.919,5.757,6.002,5.782,5.393,4.885,4.373,3.862,3.416,2.996,2.609,2.329,2.057,1.802,1.557,1.304,,
OECD Env-Growth,SSP2,HND,GDP|PPP,Annual Average Growth [%],3.332,3.872,4.496,4.667,4.510,4.472,4.365,4.205,4.022,3.818,3.649,3.476,3.300,3.138,2.967,2.791,2.625,2.461,,
OECD Env-Growth,SSP3,HND,GDP|PPP,Annual Average Growth [%],3.572,4.166,4.221,3.857,3.435,3.318,3.189,3.050,2.899,2.750,2.661,2.591,2.512,2.409,2.301,2.217,2.143,2.081,,
OECD Env-Growth,SSP4,HND,GDP|PPP,Annual Average Growth [%],3.528,4.032,3.845,3.460,2.843,2.682,2.535,2.401,2.267,2.143,2.090,2.058,2.021,1.961,1.901,1.868,1.847,1.840,,
OECD Env-Growth,SSP5,HND,GDP|PPP,Annual Average Growth [%],3.058,3.642,5.240,6.579,7.009,6.589,6.018,5.372,4.767,4.197,3.739,3.319,2.947,2.705,2.465,2.248,2.044,1.833,,
IIASA GDP,SSP1,HRV,GDP|PPP,Annual Average Growth [%],3.050,2.042,1.901,1.638,1.416,1.178,0.959,0.787,0.735,0.765,0.786,0.769,0.707,0.585,0.412,0.231,0.078,-0.087,,
IIASA GDP,SSP2,HRV,GDP|PPP,Annual Average Growth [%],3.125,2.037,1.774,1.455,1.271,1.126,1.027,0.925,0.883,0.897,0.908,0.888,0.841,0.782,0.722,0.671,0.635,0.605,,
IIASA GDP,SSP3,HRV,GDP|PPP,Annual Average Growth [%],3.133,1.946,1.551,1.148,0.939,0.811,0.770,0.759,0.760,0.790,0.844,0.905,0.976,1.046,1.105,1.147,1.178,1.198,,
IIASA GDP,SSP4,HRV,GDP|PPP,Annual Average Growth [%],3.043,1.768,1.293,0.813,0.567,0.407,0.302,0.182,0.092,0.055,0.035,0.005,-0.025,-0.058,-0.097,-0.137,-0.176,-0.223,,
IIASA GDP,SSP5,HRV,GDP|PPP,Annual Average Growth [%],3.084,2.215,2.262,2.155,2.020,1.808,1.656,1.592,1.607,1.648,1.633,1.567,1.451,1.279,1.060,0.834,0.632,0.418,,
OECD Env-Growth,SSP1,HRV,GDP|PPP,Annual Average Growth [%],0.693,2.085,1.904,2.056,2.084,1.821,1.426,1.076,0.895,0.768,0.611,0.442,0.220,0.050,-0.083,-0.182,-0.277,-0.428,,
OECD Env-Growth,SSP2,HRV,GDP|PPP,Annual Average Growth [%],0.703,2.055,1.650,1.545,1.458,1.329,1.129,0.984,0.960,0.959,0.913,0.859,0.743,0.641,0.573,0.530,0.500,0.468,,
OECD Env-Growth,SSP3,HRV,GDP|PPP,Annual Average Growth [%],0.699,1.980,1.300,0.966,0.702,0.554,0.373,0.286,0.344,0.432,0.511,0.588,0.590,0.561,0.543,0.552,0.576,0.605,,
OECD Env-Growth,SSP4,HRV,GDP|PPP,Annual Average Growth [%],0.657,1.986,1.730,1.849,1.808,1.546,1.222,0.996,0.922,0.876,0.748,0.603,0.402,0.257,0.157,0.092,0.038,-0.044,,
OECD Env-Growth,SSP5,HRV,GDP|PPP,Annual Average Growth [%],0.707,2.161,2.326,2.727,2.857,2.543,2.137,1.784,1.606,1.491,1.325,1.132,0.901,0.730,0.598,0.500,0.405,0.250,,
IIASA GDP,SSP1,HTI,GDP|PPP,Annual Average Growth [%],3.722,5.116,5.840,5.813,5.418,4.977,4.369,4.240,4.082,3.784,3.276,2.741,2.225,1.762,1.366,1.038,0.775,0.561,,
IIASA GDP,SSP2,HTI,GDP|PPP,Annual Average Growth [%],3.540,4.444,4.860,4.754,4.424,4.094,3.676,3.280,3.030,3.236,3.333,3.217,2.894,2.538,2.200,1.911,1.682,1.504,,
IIASA GDP,SSP3,HTI,GDP|PPP,Annual Average Growth [%],3.231,3.568,3.623,3.394,3.037,2.640,2.180,1.755,1.487,1.362,1.311,1.302,1.289,1.269,1.241,1.224,1.215,1.228,,
IIASA GDP,SSP4,HTI,GDP|PPP,Annual Average Growth [%],3.097,3.436,3.489,3.359,3.137,2.928,2.634,2.342,2.176,2.121,2.114,2.125,2.121,2.101,2.072,2.052,2.031,2.023,,
IIASA GDP,SSP5,HTI,GDP|PPP,Annual Average Growth [%],3.678,5.122,5.934,6.048,5.786,5.442,4.863,4.768,4.578,4.193,3.586,2.976,2.414,1.928,1.709,1.739,1.874,1.973,,
OECD Env-Growth,SSP1,HTI,GDP|PPP,Annual Average Growth [%],5.478,5.520,6.973,7.910,8.135,7.705,6.999,6.207,5.491,4.813,4.207,3.646,3.125,2.727,2.355,2.017,1.723,1.440,,
OECD Env-Growth,SSP2,HTI,GDP|PPP,Annual Average Growth [%],5.582,5.453,6.114,6.179,5.940,5.823,5.576,5.253,4.944,4.601,4.294,3.996,3.698,3.431,3.165,2.916,2.691,2.487,,
OECD Env-Growth,SSP3,HTI,GDP|PPP,Annual Average Growth [%],5.791,5.625,5.578,5.011,4.313,4.101,3.825,3.555,3.359,3.172,3.018,2.894,2.764,2.629,2.475,2.337,2.206,2.105,,
OECD Env-Growth,SSP4,HTI,GDP|PPP,Annual Average Growth [%],5.707,5.354,5.043,4.369,3.430,3.185,2.918,2.678,2.516,2.343,2.213,2.130,2.044,1.950,1.859,1.785,1.724,1.698,,
OECD Env-Growth,SSP5,HTI,GDP|PPP,Annual Average Growth [%],5.383,5.449,7.423,8.878,9.160,8.368,7.398,6.437,5.636,4.918,4.328,3.782,3.296,2.981,2.676,2.412,2.195,1.983,,
IIASA GDP,SSP1,HUN,GDP|PPP,Annual Average Growth [%],2.118,2.257,2.629,2.243,1.792,1.408,1.220,1.128,1.135,1.150,1.136,1.086,1.020,0.952,0.884,0.829,0.782,0.748,,
IIASA GDP,SSP2,HUN,GDP|PPP,Annual Average Growth [%],2.161,2.179,2.393,1.920,1.480,1.161,0.993,0.900,0.883,0.876,0.832,0.756,0.689,0.647,0.629,0.631,0.635,0.631,,
IIASA GDP,SSP3,HUN,GDP|PPP,Annual Average Growth [%],2.104,1.924,1.900,1.244,0.719,0.372,0.148,-0.005,-0.063,-0.109,-0.174,-0.238,-0.281,-0.300,-0.302,-0.292,-0.288,-0.296,,
IIASA GDP,SSP4,HUN,GDP|PPP,Annual Average Growth [%],2.151,2.071,2.170,1.599,1.132,0.829,0.654,0.538,0.511,0.491,0.430,0.344,0.255,0.185,0.139,0.125,0.113,0.090,,
IIASA GDP,SSP5,HUN,GDP|PPP,Annual Average Growth [%],2.184,2.506,3.117,2.937,2.604,2.343,2.245,2.214,2.244,2.277,2.274,2.226,2.159,2.088,2.018,1.957,1.906,1.868,,
OECD Env-Growth,SSP1,HUN,GDP|PPP,Annual Average Growth [%],0.972,1.739,2.258,2.488,2.411,2.057,1.794,1.630,1.479,1.434,1.398,1.247,1.128,1.075,0.983,0.886,0.812,0.748,,
OECD Env-Growth,SSP2,HUN,GDP|PPP,Annual Average Growth [%],0.935,1.642,2.032,2.156,2.107,1.885,1.753,1.695,1.593,1.555,1.512,1.366,1.254,1.212,1.139,1.066,1.005,0.953,,
OECD Env-Growth,SSP3,HUN,GDP|PPP,Annual Average Growth [%],0.827,1.331,1.540,1.451,1.234,0.911,0.700,0.566,0.391,0.315,0.250,0.051,-0.095,-0.133,-0.222,-0.279,-0.324,-0.395,,
OECD Env-Growth,SSP4,HUN,GDP|PPP,Annual Average Growth [%],0.896,1.611,2.133,2.301,2.173,1.776,1.536,1.410,1.263,1.212,1.147,0.952,0.801,0.749,0.656,0.592,0.539,0.467,,
OECD Env-Growth,SSP5,HUN,GDP|PPP,Annual Average Growth [%],1.045,1.941,2.782,3.170,3.134,2.796,2.616,2.547,2.486,2.508,2.519,2.430,2.358,2.316,2.232,2.139,2.069,2.027,,
IIASA GDP,SSP1,IDN,GDP|PPP,Annual Average Growth [%],7.613,8.195,7.228,5.457,4.022,3.473,3.063,2.621,2.054,1.554,1.252,1.101,1.006,0.909,0.802,0.686,0.563,0.433,,
IIASA GDP,SSP2,IDN,GDP|PPP,Annual Average Growth [%],7.587,7.982,6.919,5.176,3.867,2.979,2.371,2.422,2.384,2.143,1.692,1.369,1.187,1.093,1.022,0.956,0.883,0.807,,
IIASA GDP,SSP3,IDN,GDP|PPP,Annual Average Growth [%],7.607,7.837,6.587,4.678,3.350,2.534,2.074,1.816,1.690,1.485,1.245,0.999,0.840,0.747,0.705,0.696,0.706,0.753,,
IIASA GDP,SSP4,IDN,GDP|PPP,Annual Average Growth [%],7.451,7.522,6.078,4.019,2.625,1.806,1.347,1.099,0.956,0.701,0.372,0.015,-0.254,-0.407,-0.486,-0.540,-0.592,-0.665,,
IIASA GDP,SSP5,IDN,GDP|PPP,Annual Average Growth [%],7.631,8.324,7.504,5.862,4.504,3.990,3.573,3.097,2.561,2.226,2.027,1.891,1.744,1.588,1.427,1.265,1.105,0.943,,
OECD Env-Growth,SSP1,IDN,GDP|PPP,Annual Average Growth [%],6.304,6.784,7.065,6.747,6.296,5.468,4.535,3.763,3.163,2.648,2.181,1.728,1.362,1.085,0.846,0.643,0.467,0.295,,
OECD Env-Growth,SSP2,IDN,GDP|PPP,Annual Average Growth [%],6.379,6.695,6.186,5.188,4.437,3.983,3.478,3.031,2.701,2.412,2.143,1.883,1.693,1.544,1.414,1.298,1.196,1.101,,
OECD Env-Growth,SSP3,IDN,GDP|PPP,Annual Average Growth [%],6.453,6.689,5.654,4.216,3.115,2.599,2.087,1.644,1.351,1.124,0.940,0.783,0.695,0.625,0.564,0.525,0.498,0.493,,
OECD Env-Growth,SSP4,IDN,GDP|PPP,Annual Average Growth [%],6.281,6.538,6.004,5.165,4.427,3.901,3.305,2.774,2.380,2.040,1.698,1.358,1.094,0.906,0.744,0.608,0.490,0.368,,
OECD Env-Growth,SSP5,IDN,GDP|PPP,Annual Average Growth [%],6.290,6.885,7.732,7.828,7.378,6.306,5.230,4.330,3.658,3.111,2.638,2.189,1.838,1.582,1.365,1.183,1.027,0.872,,
IIASA GDP,SSP1,IND,GDP|PPP,Annual Average Growth [%],10.843,10.087,8.450,6.223,4.493,3.381,2.667,2.184,1.791,1.428,1.117,0.954,0.866,0.792,0.683,0.542,0.378,0.206,,
IIASA GDP,SSP2,IND,GDP|PPP,Annual Average Growth [%],10.665,9.468,7.905,5.858,4.321,3.259,2.547,2.160,1.959,1.824,1.669,1.488,1.273,1.081,0.960,0.885,0.806,0.713,,
IIASA GDP,SSP3,IND,GDP|PPP,Annual Average Growth [%],10.523,8.977,7.192,5.082,3.564,2.528,1.871,1.412,1.141,1.000,0.942,0.916,0.894,0.858,0.816,0.791,0.772,0.760,,
IIASA GDP,SSP4,IND,GDP|PPP,Annual Average Growth [%],10.328,8.670,6.761,4.539,2.951,1.900,1.237,0.766,0.445,0.236,0.090,-0.030,-0.145,-0.238,-0.321,-0.388,-0.442,-0.509,,
IIASA GDP,SSP5,IND,GDP|PPP,Annual Average Growth [%],10.867,10.256,8.808,6.741,5.095,4.004,3.267,2.738,2.327,2.134,2.045,1.979,1.854,1.685,1.482,1.261,1.032,0.806,,
OECD Env-Growth,SSP1,IND,GDP|PPP,Annual Average Growth [%],6.388,6.788,6.840,6.662,6.313,5.638,4.881,4.137,3.540,3.025,2.555,2.101,1.691,1.391,1.122,0.871,0.648,0.430,,
OECD Env-Growth,SSP2,IND,GDP|PPP,Annual Average Growth [%],6.551,6.802,6.168,5.358,4.753,4.349,3.941,3.566,3.262,2.997,2.742,2.484,2.239,2.019,1.822,1.655,1.506,1.353,,
OECD Env-Growth,SSP3,IND,GDP|PPP,Annual Average Growth [%],6.679,6.838,5.512,4.206,3.240,2.778,2.372,2.048,1.832,1.682,1.571,1.464,1.369,1.261,1.161,1.099,1.051,1.011,,
OECD Env-Growth,SSP4,IND,GDP|PPP,Annual Average Growth [%],6.475,6.661,5.832,5.027,4.358,3.854,3.351,2.916,2.584,2.298,2.002,1.702,1.426,1.207,1.018,0.871,0.747,0.611,,
OECD Env-Growth,SSP5,IND,GDP|PPP,Annual Average Growth [%],6.383,6.893,7.466,7.657,7.367,6.472,5.578,4.748,4.109,3.575,3.097,2.638,2.233,1.943,1.686,1.450,1.240,1.035,,
IIASA GDP,SSP1,IRL,GDP|PPP,Annual Average Growth [%],2.074,2.699,3.385,3.157,2.775,2.365,2.079,1.889,1.776,1.680,1.558,1.417,1.272,1.153,1.071,1.002,0.947,0.882,,
IIASA GDP,SSP2,IRL,GDP|PPP,Annual Average Growth [%],2.086,2.659,3.250,2.951,2.540,2.125,1.834,1.635,1.517,1.424,1.311,1.185,1.079,1.011,0.975,0.951,0.922,0.867,,
IIASA GDP,SSP3,IRL,GDP|PPP,Annual Average Growth [%],1.065,0.959,1.303,1.265,1.182,1.054,0.940,0.816,0.725,0.642,0.547,0.451,0.364,0.302,0.262,0.228,0.173,0.086,,
IIASA GDP,SSP4,IRL,GDP|PPP,Annual Average Growth [%],2.174,2.730,3.210,2.761,2.271,1.851,1.565,1.346,1.209,1.105,0.989,0.862,0.729,0.608,0.513,0.450,0.403,0.337,,
IIASA GDP,SSP5,IRL,GDP|PPP,Annual Average Growth [%],2.172,3.001,3.935,3.922,3.665,3.312,3.047,2.860,2.743,2.653,2.547,2.416,2.276,2.155,2.065,1.986,1.923,1.860,,
OECD Env-Growth,SSP1,IRL,GDP|PPP,Annual Average Growth [%],2.163,2.445,2.260,2.300,2.164,1.934,1.691,1.575,1.585,1.616,1.584,1.485,1.305,1.214,1.154,1.110,1.070,1.006,,
OECD Env-Growth,SSP2,IRL,GDP|PPP,Annual Average Growth [%],2.137,2.390,2.151,2.202,2.091,1.924,1.731,1.656,1.678,1.709,1.672,1.571,1.404,1.329,1.281,1.264,1.245,1.194,,
OECD Env-Growth,SSP3,IRL,GDP|PPP,Annual Average Growth [%],1.975,2.061,1.617,1.589,1.338,1.034,0.717,0.564,0.532,0.525,0.451,0.296,0.068,-0.001,-0.034,-0.035,-0.050,-0.132,,
OECD Env-Growth,SSP4,IRL,GDP|PPP,Annual Average Growth [%],2.071,2.308,2.166,2.228,2.057,1.797,1.538,1.434,1.419,1.425,1.353,1.202,0.982,0.898,0.842,0.819,0.795,0.712,,
OECD Env-Growth,SSP5,IRL,GDP|PPP,Annual Average Growth [%],2.306,2.754,2.824,2.977,2.943,2.780,2.625,2.582,2.640,2.710,2.717,2.669,2.544,2.453,2.388,2.331,2.283,2.236,,
IIASA GDP,SSP1,IRN,GDP|PPP,Annual Average Growth [%],3.465,2.829,2.073,1.914,2.101,2.370,2.479,2.290,1.920,1.485,1.044,0.780,0.642,0.555,0.393,0.167,-0.029,-0.112,,
IIASA GDP,SSP2,IRN,GDP|PPP,Annual Average Growth [%],3.470,2.671,1.863,1.673,1.866,2.168,2.351,2.250,1.972,1.628,1.282,0.943,0.632,0.474,0.446,0.504,0.588,0.671,,
